Item #	Item Description	R Value	Donar	Advertisement
390	Gift Certificate to Aldo's Restaurant	$20.00	Missouri Merschaum	Check out our different pipes for gifts or your personal smoking requirements
391	Droege's Brat Feast	$45.00	The Catalog Group -- John Miller	"Need a catalog?  Anything from one page to a thousand pages, we do it all -- design -- layout -- printing.  Give us a call 636-390-8080"
392	Lunch for 2 at Chico's	$25.00	"Straatmann Toyota - 1498 High St. Washington, MO"	Celebrating 25 years of customer satisfaction in Washington.
393	One tandem load of rock delivered w/in 3 miles of Washington	$150.00	K. J. Unnerstall Construction	"Your local escavaor, builder, commercial contractor serving greater Franklin County."
394	Lunch for 2 at Basket Case	$25.00	"Straatmann Toyota - 1498 High St., Washington, MO"	Celebrating 25 years of customer satisfaction in Washington.
395	$20.00 Gift Certificate	$20.00	Urban Accents	Distinctive Home Décor - Downtown Washington
396	$20.00 Gift Certificate	$20.00	Urban Accents	Distinctive Home Décor - Downtown Washington
397	Wine Gift basket - Mt. Pleasant Norton (1 Bottle) and Cuvee Blanc (1 bottle) and 2 wine glasses	$53.00	Mount Pleasant Winery	"Located at 5634 High Street, Augusta, MO  800/467-WINE, or www.mountpleasant.com"
398	Bone In Ham (Williams Bros)	$60.00	Burke and Associates Inc.	"Call Burke & Associates land Surveyors for your subdivision, farm, lot and construciton layout needs 239-0172.   Over 40 years residential and commercial experience."
399	5 QT. Oil Change (Diesel extra)	$30.00	Carriage Care	See Carriage Care for all your auto needs.
400	20 -- 4 oz filets (Williams Bros)	$60.00	Dr. Roger Walkenhorst DDS	Dr. Walkenhorst has been serving Washington and the surrounding area for over 32 years.
401	Lunch for 2 at Basket Case	$25.00	Joyce Schatz of Coldwell Banker Premier Group	"Make """"Joyce Your Choice"""" in helping to make your dreams come true. Whether buying or selling a home give her a call at 314-707-4400 or 239-0631x13"
402	5 Qt. Oil Change (Diesel extra)	$30.00	Carriage Care	See Carriage Care for all your auto needs.
403	Moen Kitchen Faucet	$133.00	Washinton Lumber Do It Center	Full-service Lumber and Hardware Store
404	Dinner for 2 at Chico's	$25.00	Joyce Schatz of Coldwell Banker Premier Group	"Make """"Joyce Your Choice"""" in helping to make your dreams come true. Whether buying or selling a home give her a call at 314-707-4400 or 239-0631x13."
405	Dinner for 4 at Creamery Hill	$100.00	Boland Fence	
406	Dinner for 2 at Chico's	$25.00	Joyce Schatz of Coldwell Banker Premier Group	"Make """"Joyce Your Choice"""" in helping to make your dreams come true. Whether buying or selling a home give her a call at 314-707-4400 or 239-0631x13."
407	2 Weekend 18 Hole Green Fees with Care at Wolf Hollow	$84.00	St. John's Mercy Corporate Health Division	Your best source for all your health needs.  We are here for you and proud to be Mercy.
408	$50 off travel Gift Certificate	$50.00	www.gobudman.com	$50 off round trip ticket when purchased through www.budman.com
409	1 Hour Therapeutic Massage	$50.00	St. John's Mercy Rehabilitation Services	"St. John's Mercy - here for you 24 hours a cay, 7 days a week, 365 days a year."
410	1 Dozen Michelob Ultra golf balls	$45.00	Missouri Eagle LLC	Missouri Eagle serving the community
411	"BBQ Package from Droeges, 25 - 10 oz. pork steaks"	$45.00	"Sturm's Towing, LLC"	Call Sturm Towing at 636/239-3636.  Located at 1808 E. Fifth St. in Washington.
412	10 Ultimate Car Washes	$90.00	Baywash Car Wash	
413	"Natural Hickory smoked bone-in ham, spiral cut from Williams Bros."	$60.00	Medicine Shoppe	"Where you get fast, friendly, convenient service."
414	Lunch for 4 at Basket Case	$50.00	Mark Kluesner & Steve Dobsch Bldg. & Remodeling	"Mark & Steve, supporting Rotary and the community."
415	BBQ Package for 10 people from Williams Bros.	$85.00	"Kathy Lentz, MD, Opthamologist"	
416	Dinner for 2 at Creamery Hill	$50.00	Mark Kluesner & Steve Dobsch Bldg. & Remodeling	"Mark & Steve, supporting Rotary and the community."
417	"1 Month of laundry service:  wash, dry and fold"	$300.00	Cassidy Cleaners	"Mother's day is coming, take care of Mom!  Wash, dry & fold laundry for a month, that is about 7 loads per week for one month.   Cassidy Cleaners --  we deal with spots. Loocated in the Phoenix Center, 390-2909"
418	"4 Cardinal Tickets, Saturday April 26th vrs. Houston.  Infield Redbird Club, Sec. 245, Row 13, Seats 13-16"	$184.00	Bank of Franklin County	"A real community bank with 4 locations to serve you, Washington, Krakow, and New Haven."
419	One free medium pizza	$15.00	Washington Pizza Hut	Up to 3 toppings or any specialty pizza.  Washington Pizza Hut - 1905 East Fifth St. 636-239-4088
420	GC for 1 area rug cleaning worth up to $125	$125.00	Cassidy Cleaners	"Includes spot cleaning, sanitizing and deoderizing.  Cassidy Cleaners -- We deal with spots.   Located in the Phoenix Center, 390-2909"
421	Ice Cream Party Pack	$20.00	Dairy Delight	"Come to Dairy Delight, 723 Jefferson @ 8th Street for great burgers, fries and ice cream treats"
422	2 Large Two Topping Pizzas per month for a year	$324.00	Domino's Pizza	
423	One Hour Massage at Back Bodies and More	$60.00	Ziglin Graphics & Signs	For all your sign needs.
424	$30 Gift Certificate to Rothschild's	$30.00	Rothschild's Family Restaurant	"Voted best breakfast 4 years in a row.  Serving breakfast, lunch and dinner."
425	Droege's 6 KC Strip Steaks	$45.00	Mike Dempsey	Courtesy of Bayland Billington & Dempsey PC
426	Lunch for 2 at Basket Case	$25.00	Ginger Brinker & Matt McClelland	Call Matt McClelland or Ginger Brinker for outstanding real estate service.  Visit our website at www.TheMcClellandTeam.com
427	$30 Gift Certificate to Rothschild's	$30.00	Rothschild's Family Restaurant	"Voted best breakfast 4 years in a row.  Serving breakfast, lunch and dinner."
428	Lunch for 2 at Basket Case	$25.00	Ginger Brinker & Matt McClelland	Call Matt McClelland or Ginger Brinker for outstanding real estate service. Visit our website at www.TheMcClellandTeam.com
429	"4 Cardinal Tickets vs. Milwaukee, 17 April, Section 149, Infield Box"	$350.00	FIRST STATE COMMUNITY BANK	"Your hometown banking center with locations now in Washington, Sullivan, Owensville, Warrenton & Wright City."
430	Dinner for 2 at Chico's	$25.00	"Don Kluba, Re/Max First Gold"	"Don Kluba, Agent, specializing in USDA home purchases."
431	Lunch for 2 at Basket Case	$25.00	"Don Kluba, Re/Max First Gold"	"Don Kluba, agent, specializing in USDA Home Purchases."
432	$30.00 Gift Certificate	$30.00	BOB EVANS RESTAURANT	Serving homestyle meals for over 40 years.
433	Tuxedo Rental with Shoes	$110.00	Wedding Creations	Wedding Creations is PERFECT for Prom!  Remember us for all of your wedding and prom needs!
434	"4 Cardinal Baseball Tickets - Section 163, Row 25, Field Box, for April 30, 2008"	$160.00	COCHRAN ENGINEERING & SURVEYING	"Cochran provides all of your engineering needs, including civil engineering, land surveying, architecture, site development, geotechnical engineering and material testing and inspection."
435	Gift Certificate 3 free entrées and soft drinks	$30.00	Qdoba Mexican Grill	Qdoba combines fresh ingredients with a combination of sauces and salsa to create fast-causal Mexican fare.  Located at the Phoenix Center
436	Williams Brothers Hickory Smoked slab bacon	$40.00	Dan Gildehaus Remodeling	"Specializing in basement finishing, workout rooms, wet bars, and additions."
437	$100.00 Williams Brothers Gift Certificate	$100.00	Quality Reward Travel	
438	"Droege's BBQ Package, 25 - 10 oz. center cut pork steaks"	$45.00	Dan Gildehaus Remodeling	"Speciallzing in basement finishing, work out rooms, wet bars, and additions."
439	Droege's Surf & Turf package	$100.00	Quality Reward Travel	
440	"Holiday Dinner for 15, Williams Bros."	$128.00	Quality Reward Travel	
441	4 Tickets to an American Catfist and Chicken Dinner	$36.00	"VFW Post 2661 - Washington, MO"	The VFW in Washington is proud to serve All American Catfish.  Dinners are served buffet style.  Tickets are good for any dinner throughout the year.
442	Dinner for 4 at Creamery Hill	$100.00	Quality Reward Travel	
443	Gift Certificate - Haslag Steel	$50.00	"Haslag Steel Sales, Inc."	For all your steel and fabrication needs see your friends at Haslag Steel in Krakow.
444	"Emco Storm Door, Creamy Tan, left hinge, brass trim"	$400.00	"Midwest Exterior, Inc."	"Midwest Exteriors has maintence free energy efficient home exterior products such as windows, doors, siding, soffit & facia, gutters, vinyl decks, railing & fencing.  Midwest Exteriors is locally owned & operated.  Take advantage of the IRS rebates for 07"
445	Basket Case Gift Certificate	$50.00	Sidney Thayer Attorney at Law	"For your legal needs see Sid Thayer at 113 Jefferson St., Washington, MO  239-4765"
446	Droege's 6 KC Strip Steaks	$45.00	"Richard Dempsey, Attorney at Law"	"For all your legal needs see Richard Dempsey, 311 East 5th St., Washington, 239-3800"
447	20 Williams Brothers 4 oz. Filet Mignon	$60.00	"Gordon Upchurch, Attorney at Law"	"For all your legal needs see Gordon at 206 E. Locust St., Union, MO  583-9991"
448	St. Francis Borgia - All Sports Pass and $25 Spirit Shop Certificate	$50.00	St. Francis Borgia Regional HS	
449	St. Francis Borgia - All Sports Pass and $25 Spirit Shop Certificate	$50.00	St. Francis Borgia Regional HS	
450	Four Gun Pistol Pack (Range Bag for shooters)	$80.00	Elite Survival Systems	"Get the gear used by the US Secret Service, FBI, Border Patrol and law enforcement professional worldwide."
451	Large Flight Bag	$70.00	Elite Survival Systems	"Get the gear used by the US Secret Service, FBI, Border Patrol and law enforcement professional worldwide."
452	Mission Backpack	$180.00	Elite Survival Systems	"Get the gear used by the US Secret Service, FBI, Border Patrol and law enforcement professional worldwide."
453	$35 GC Aldo's Restaurant	$35.00	Liz Stemmley -- Remax First Gold	"Selling Franklin County, one yard at a time!"
454	Contour Nec Pillow	$45.00	Spilker Chiropratic	Low Back Disc Specialist
455	$75 toward eye exam and glasses or contacts	$75.00	Eyecare of Washington	Eyecare Washington-1090 Washington Square-next to Subway - 239-2020. Dr. Peter M. Gubany & Dr. Patrick Pasierb
456	$75 toward eye exam and glasses or contacts	$75.00	Eyecare of Washington	Eyecare Washington-1090 Washington Square-next to Subway - 239-2020. Dr. Peter M. Gubany & Dr. Patrick Pasierb
457	$75 toward eye exam and glasses or contacts	$75.00	Eyecare of Washington	Eyecare Washington-1090 Washington Square-next to Subway - 239-2020. Dr. Peter M. Gubany & Dr. Patrick Pasierb
458	$75 toward eye exam and glasses or contacts	$75.00	Eyecare of Washington	Eyecare Washington-1090 Washington Square-next to Subway - 239-2020. Dr. Peter M. Gubany & Dr. Patrick Pasierb
459	"36"" floor creeper, fully cushioned/4 castor model"	$40.00	NAPA Auto Parts	"""Get the Good Stuff at Napa""  1361 High Street in Washington"
460	5 piece Hex Key wrench set (allen wrench set)	$32.00	NAPA Auto Parts	"""Get the Good Stuff at Napa""  1361 High Street in Washington"
461	Oil change & multo point maintenance check	$50.00	Thomas Auto Care Inc.	433 Elm Street in Washington
462	Oil change & multo point maintenance check	$50.00	Thomas Auto Care Inc.	433 Elm Street in Washington
463	$50 Downtown Washington GC	$50.00	Wiemann & Pues Ins.	"The agency of service, 200 Jefferson St. in Washington"
464	$50 Downtown Washington GC	$50.00	Wiemann & Pues Ins.	"The agency of service, 200 Jefferson St. in Washington"
465	$50 Downtown Washington GC	$50.00	Wiemann & Pues Ins.	"The agency of service, 200 Jefferson St. in Washington"
466	$63 GG	$63.00	Donna Hudson & Mane Klipper	Come in and get your new spring cut today!
467	30 minute massage (new clients only)	$35.00	Washington Wellness Center & Dr. Simmons	"Your non-drug, non-surgical solution to health problems."
468	$30 GC to the Inn	$30.00	The Inn	"Good drinks, great food served all hours."
469	"BBQ for 10, Williams Bros Package"	$85.00	Fisher Chiropractic	Fisher Chiropractic and Dr. Al Fisher wishes to thanks Rotary for your service to the community
470	River Dinner Cruise & Moonlight return to Washington for 4.  Mutually agreed upon date	$600.00	Lochirco Fruits & Produce & Happy Apple	Thanks to Rotary for your contributions to the community
471	6 US Choice 12 oz Stip Steaks (Droeges)	$40.00	Ron Tobben Insurance	"Ron Tobben Insurance Agency for individual & group insurance, including health,  life and supplemental/major meidcal insurances."
472	Lunch for 2 at Basket Case	$25.00	Remax Today	"Remax today ---  Elisha, Michelle, Steve & Rachele ---  ""Everywhere you want to live"""
473	Lunch for 2 at Basket Case	$25.00	Missouri Land Sales & Michelle Stone	"Franklin County's only accredited land oonsultant, located at Krakow Korners."
474	Dinner for 4 at Creamery Hill	$100.00	"MENTZ FOUNDATIONS, INC."	"When building your new home's basement foundation, give Mentz Foundation a call"
475	J & M Car Wash Package	$45.00	Primerica Financial Services --  Bryan Bogue	Primerica --  call 239-5453 for a free financial needs anslysis which gives yoyu a detailed overview of your current financial situation.   Www.primerica.com
476	"2 Cardinal Tickets, Friday , April 18t.  Section CQ3 (party Porch).   Cards vs. Giants,"	$74.00	State Farm Ins. & Matt Tobben	Like a good neighbor --  State Farm is there.  We protect more families than anyone does.
477	"2 Cardinal Tickets, Saturday,  April 5th.  Section CQ3 (party Porch).   Cards vs. Nationals"	$74.00	State Farm Ins. & Matt Tobben	State Farm protects more families than any other company.  The #1 auto insurer in Missouri for 60 years.
478	$20 GC to Imo's	$20.00	IMO's Pizza	Imo's pizza for a fast and delicious pizza
479	4 Foot Party Sub	$40.00	Quiznos	"Dine in or carry, delicious subs"
480	Happy hour for 6 at Chico's	$70.00	Wendell's Service Station	Come see us for all your automotive service needs.
481	2 -- 40 Lb bags of Dura Life Dog Food	$27.00	Orschlens Farm and Home	"Orschlens in Washington, for all your farm and home needs."
482	$25 Gift Certificate	$25.00	"QUALITY COPY SERVICE, INC."	"101 W. 5th (Washington), 200 S. Oak (Union), for all your copy and printing needs"
483	"4 Cardinal Tickets --  Field Box Seats, Section 148, row 10, behing home plate --  great seats!"	$180.00	Mark & Lynn Becker	Call for a mutually agreed upon date
484	$30 GC	$30.00	Zuzu's Petals Gifts LLC	"An eclectic mix of unique gifts, gourmet foods and of course fine wines!"
486	Pepsi Cola Headed Sweatshirt	$30.00	Pepsi Cola Bottling Co of New Haven	Provided by the Pepsi Cola Bottling Co of New Haven
487	Dinner for 4 at Chico's	$40.00	Prestige Mortgage & Tim Jones	Fantastic interest rates for refinance or new home loans
488	Gift Certificate to Aldo's Restaurant	$35.00	Prestige Mortgage & Tim Jones	Fantastic interest rates for refinance or new home loans
489	Gift Basket	$30.00	I.B. Nuts & Fruits	"Easter bunnies, Easter gifts & our gourmet line of chocolates, nuts, snack mixes, dried fruit and other fine foods."
490	Gift Basket from I.B. Nuts	$35.00	"HORN, ARCHITECTS, P.C., ROBERT A."	Serving Franklin County with excellent Architectural Design for 17 years.
491	1 Residential Real Estate Listing	"$2,995.00"	"ASSIST-2-SELL, SMART CHOICE REALTY  Jamie Fletcher"	Assist 2 Sell  offers full service with savings.  Call Jamie Fletcher at 636-239-5595  ---WE STILL NEED MORE INFO TO SET A TIME LIMIT FOR THIS ---  RODNEY HAS A CALL INTO JAMIE
492	Williams Bros. Steak lovers pkg	$125.00	Melton Machine & Control Co.	"Melton Machine & Control Co. Washington, Missouri"
493	Williams Bros. Steak lovers pkg	$125.00	Melton Machine & Control Co.	"Melton Machine & Control Co. Washington, Missouri"
494	Frick's Supertrim Whole Bone In Ham	$40.00	Fricks Meat Products	Tastes like ham used to taste
495	Frick's Supertrim Whole Bone In Ham	$40.00	Fricks Meat Products	Tastes like ham used to taste
496	Frick's Supertrim Whole Bone In Ham	$40.00	Fricks Meat Products	Tastes like ham used to taste
497	Frick's Supertrim Whole Bone In Ham	$40.00	Fricks Meat Products	Tastes like ham used to taste
498	6 -- 12 OZ ribeye steaks from Droege's	$45.00	Buescher & Ditch	"Wastewater treatment, stormwater control, urban & rural land surveying, subdivision design, commercial & industrial site engineering."
499	6 -- 12 OZ ribeye steaks from Droege's	$45.00	Buescher & Ditch	"Wastewater treatment, stormwater control, urban & rural land surveying, subdivision design, commercial & industrial site engineering."
500	Lunch for 2 at Basket Case	$25.00	Buescher & Ditch	"Wastewater treatment, stormwater control, urban & rural land surveying, subdivision design, commercial & industrial site engineering."
501	Dinner for 4 at Creamery Hill	$100.00	Dr. James Mace	Thank you Rotary for your contributions to the community from Dr. James Mace
502	Lube Oil & Filter	$30.00	Unnerstall Tire Co	Call Tom or Keith for your Tire and Car needs
503	Lube Oil & Filter	$30.00	Unnerstall Tire Co	Call Tom or Keith for your Tire and Car needs
504	Lube Oil & Filter	$30.00	Unnerstall Tire Co	Call Tom or Keith for your Tire and Car needs
505	Lube Oil & Filter	$30.00	Unnerstall Tire Co	Call Tom or Keith for your Tire and Car needs
506	Broege's BBQ Package	$45.00	Jim's Heating and Cooling	Turn to the experts at Jim's Heating & Cooling for all your heating & cooling needs
507	BBQ Rib Feast from Droege's	$45.00	Jim's Heating and Cooling	Turn to the experts at Jim's Heating & Cooling for all your heating & cooling needs
508	"Spa Manicure & Pedicure Package at Backs, Bodies & More"	$55.00	"Mark, Beckie & Alex Piontek"	Best wishes for a successful auction.
509	"2 - 1 hour massages at Backs, Bodies & More"	$120.00	"Mark, Beckie & Alex Piontek"	Best wishes for a succesful auction.
510	"2 - 1 hour massages at Backs, Bodies & More"	$120.00	"LEWIS,RICE, & FINGERSH, LC"	"Lewis, Rice, & Fingersh, LC Attorneys at law."
511	Ertl Die-cast John Deere 8530 Toy Tractor	$75.00	Schweissguth Bros. Farm Equip	For all your lawn care needs.
512	Yearly exam & vaccines for a dog.	$91.50	Animal Hospital of Washington	Includes rabies and distemper vaccines and a heartworm test  & worm test.  Dr. Dan Smith of the Animal Hospital of Washington.
513	Microship Indentification for a dog or cat.	$39.00	Animal Hospital of Washington	This is an A.V.I.D. Microchip & includes registration. Dr. Dan Smith of the Animal Hospital of Washington.
514	Yearly exam & vaccines for a cat.	$67.50	Animal Hospital of Washington	Includes rabies and distemper vaccines and a heartworm test. Dr Dan Smith of the Animal Hospital of Washington.
515	"2 Millers First - Bag Chairs, golf towels and a sunvisor and ball cap"	$40.00	Millers First Insurance Company	Call Karen Swederska @ 239-6708 for your auto and homeowners insurance needs
516	$100 Premier Carpet Cart Gift Certificate for Carpet Cleanining in Washington	$100.00	Premier Carpet  Care - James Murray	"Carpet, Cleanin, Tile and Grout, air duct, flood damage - 24 hour emergency service."
517	$20.00 Balducci Vineyards Gift Certficate	$20.00	Balducci Vineyards	Great Wine and Great Times
518	Wine Basket with $25.00 Gift Certificate toward any Wine	$50.00	Blumenhoff Vinyards	"Fine people, fabulous wine, fun times."
519	$25.00 Gift Certificate to Gary R. Lucy Gallery	$25.00	Gary R. Lucy Gallery	
520	2 Weekend 18 hole green fees w/cart at Wolf Hollow	$84.00	Linmark Machine Products	Best of luck to the Washington Rotary Club from Linmark Machine Products
521	Cardinals vs. Reds - April 29 - 4 seats - Outfield Boxes	$136.00	R.D. Laboratories Inc.	best of luck to the Washington Rotary Club from R. D. Labs
522	$30.00 Cowan's Gift Card	$30.00	Cowan's Restaurant	Oldest Restaurant in Washington and still the place to meet.
523	Yearly Exam and Vaccines for a Dog	$61.00	"Animal Care Clinic of Washington, Dr. James Hale"	"Includes wellness examination, rabies and distemper vaccines and a heartworm test"
524	Carry out Dinners for Four - Once a Month for 6 Months	$250.00	Cafe  Mosaic	For fast and fresh breakfast or lunch visit Café Mosaic centrally located in the Patients First of Washington Building.  Also offering customized catering for groups of any size.
525	Pro Form XP 420 Raxor Elliptical Machine	$500.00	Patients First Health Care	Improving the quality of healthcare for families.  Patients First Healthcare - now offering 14 offices throughout East Central Missouri
526	BBQ Accessory Kit	$50.00	Missouri Natural Gas	
527	Happy hour for 6 at Chico's	$75.00	Bank of Franklin County	"A real community bank with 4 locations to better serve you, Washington, Krakow and New Haven"
528	"$50.00 Hillermann Nursery & Florist, Inc.Gift Certificate"	$50.00	Schroepfer Bauer Insurance Agency	
529	Dinner for 4 at Chico's	$40.00	Schroepfer Bauer Insurance Agency	
530	Washington High School Men's Polo - White - XL	$25.00	Legacy Embroidery & Screen Printing	
531	Borgia - Gear Brand Polo - Ladies - Large	$30.00	Legacy Embroidery & Screen Printing	
532	Washington High School Fleece Pullover - Large	$30.00	Legacy Embroidery & Screen Printing	
533	Borgia Ladies Scoop Neck Shirt - Medium	$20.00	Legacy Embroidery & Screen Printing	
534	St. Louis Blues Autographed Hockey Stick	$150.00	Developmental Services of Franklin County	
535	Mans Titanium Seiko Watch (SGG711)	$169.99	Brune Jewelers	"Located at Washington Corners.  Tue, Wed, Sat 9-5 and Thu, Fri 9-8.  Watch  inclued personal fitting at Brune Jewelers"
536	Droege's Famous Fried Chicken Dinner for eight	$40.00	Sahm Welding	
537	Droege's Six (6) US choice 12oz Ribeye steaks	$45.00	Sahm Welding	
538	Fas-Trip 66-5 Triple shine washes	$40.00	Sahm Welding	
539	Williams Brothers famous 4 oz filet mignon	$60.00	Miller Funeral Home	
540	Droege's Six (6) US choice 12oz Ribeye steaks	$45.00	Miller Funeral Home	
541	Droege's Six (6) US choice 12oz Ribeye steaks	$45.00	Miller Funeral Home	
542	Williams Brothers famous 4 oz filet mignon	$0.00	Miller Funeral Home	
543	"Beach Bag, Beach towel, Photo Album and Camera"	$35.00	Hillsboro Title Co	Hillsboro Title Company - 239-9229
544	$30.00 ZuZu's Gift Certificate	$30.00	Zuzu's Petals Gifts LLC	
545	$50.00 Brown Shoe Gift Card	$50.00	Brown's Enterprises	Brown's for all your footwear needs.
